created_at,id,id_str,text,full_text,truncated,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,favorited_by,retweeted,scopes,lang,possibly_sensitive,display_text_width,display_text_range,retweeted_status,quoted_status,quoted_status_id,quoted_status_id_str,quoted_status_permalink,quote_count,timestamp_ms,reply_count,filter_level,metadata,query,withheld_scope,withheld_copyright,withheld_in_countries,possibly_sensitive_appealable
2023-01-31T10:04:46Z,1620362445079588900,1620362445079588864,@JokerelBromasDC @MigueldeLys soy empresario no opero como autonomo,@JokerelBromasDC @MigueldeLys soy empresario no opero como autonomo,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1620358964855570400,1620358964855570434,1269028535215313e3,1269028535215312898,JokerelBromasDC,,,,NA,FALSE,0,7,FALSE,NA,FALSE,NA,es,NA,NA,67,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-31T09:29:50Z,1620353654535458800,1620353654535458816,@MigueldeLys 385€,@MigueldeLys 385€,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6203525371185439e+18,1620352537118543872,240442295,240442295,MigueldeLys,,,,NA,FALSE,0,150,FALSE,NA,FALSE,NA,und,NA,NA,17,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-29T15:26:48Z,1619718712944386e3,1619718712944386051,@santiag01533125 @wallstwolverine yo tengo 32 xdd,@santiag01533125 @wallstwolverine yo tengo 32 xdd,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1619420340995887e3,1619420340995887105,4841007790,4841007790,santiag01533125,,,,NA,FALSE,0,2,FALSE,NA,FALSE,NA,es,NA,NA,49,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-29T15:26:24Z,1619718609999368200,1619718609999368192,@wallstwolverine xdddddd,@wallstwolverine xdddddd,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1619419173951766500,1619419173951766528,351491321,351491321,wallstwolverine,,,,NA,FALSE,3,593,FALSE,NA,FALSE,NA,und,NA,NA,24,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-29T15:23:29Z,1619717878382461e3,1619717878382460929,@BaityBait seguro,@BaityBait seguro,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1619713873942282200,1619713873942282240,827064884,827064884,BaityBait,,,,NA,FALSE,3,918,FALSE,NA,FALSE,NA,es,NA,NA,17,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-29T13:53:35Z,1619695254248226800,1619695254248226817,Yo quiero ver los Esland asi que no voy a hacer directo hoy 😀 nos vemos el martes!,Yo quiero ver los Esland asi que no voy a hacer directo hoy 😀 nos vemos el martes!,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,7,603,FALSE,NA,FALSE,NA,es,NA,NA,82,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-29T08:38:40Z,1619616001657634800,1619616001657634819,"@Robertogeek jajaja como todo en esta vida se le pilla el truco, pero si es bastante inusable xd","@Robertogeek jajaja como todo en esta vida se le pilla el truco, pero si es bastante inusable xd",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1619487892346392600,1619487892346392576,15428489,15428489,Robertogeek,,,,NA,FALSE,0,44,FALSE,NA,FALSE,NA,es,NA,NA,96,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-28T18:15:21Z,1619398741911548e3,1619398741911547904,"@TukaramX @VideoCardz @kopite7kimi parece fake sobretodo el disipador que tiene los fins bastante finos comparados con las otras FE, pero veremos...","@TukaramX @VideoCardz @kopite7kimi parece fake sobretodo el disipador que tiene los fins bastante finos comparados con las otras FE, pero veremos...",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1619377023222423600,1619377023222423553,775400079708520400,775400079708520448,TukaramX,,,,NA,FALSE,2,96,FALSE,NA,FALSE,NA,es,NA,NA,148,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-26T15:38:39Z,1618634531430633500,1618634531430633475,@JordiWild NOOO que idolo!!!,@JordiWild NOOO que idolo!!!,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1618623807950061600,1618623807950061569,307577818,307577818,JordiWild,,,,NA,FALSE,6,552,FALSE,NA,FALSE,NA,es,NA,NA,28,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-25T22:33:31Z,1618376548553461800,1618376548553461769,@guinxu quedan bien asi encendidas le dan profundidad a la escena,@guinxu quedan bien asi encendidas le dan profundidad a la escena,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1618292524468277200,1618292524468277248,2795945494,2795945494,guinxu,,,,NA,FALSE,2,91,FALSE,NA,FALSE,NA,es,NA,NA,65,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-25T10:10:16Z,1618189500261470200,1618189500261470208,@memecrashes @Comical2203 Mercator rulez,@memecrashes @Comical2203 Mercator rulez,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1617915402696405e3,1617915402696404992,1035856038912827400,1035856038912827392,memecrashes,,,,NA,FALSE,0,45,FALSE,NA,FALSE,NA,es,NA,NA,40,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-25T10:08:40Z,1618189101647433700,1618189101647433728,@despacillo Take with you!,@despacillo Take with you!,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1618183800873447400,1618183800873447424,199826882,199826882,despacillo,,,,NA,FALSE,0,42,FALSE,NA,FALSE,NA,en,NA,NA,26,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-23T08:26:53Z,1617438710001279e3,1617438710001278977,@Monstercat Razor Sharp!,@Monstercat Razor Sharp!,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1617250770470019e3,1617250770470019073,327715460,327715460,Monstercat,,,,NA,FALSE,0,84,FALSE,NA,FALSE,NA,en,NA,NA,24,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-20T14:04:35Z,1616436529144148e3,1616436529144147972,"ayer aprendí muchas cosas:
- que twitch tiene un calendario xd
- que tengo el chat solo para gente que me sigue hace un mes, interesante esa...
- que tengo twitch mal configurado y me retienen un 30% desde hace años xdd
bueno bueno... cada día twitch es menos misterio 🤓","ayer aprendí muchas cosas:
- que twitch tiene un calendario xd
- que tengo el chat solo para gente que me sigue hace un mes, interesante esa...
- que tengo twitch mal configurado y me retienen un 30% desde hace años xdd
bueno bueno... cada día twitch es menos misterio 🤓",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,102,13341,FALSE,NA,FALSE,NA,es,NA,NA,270,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-20T13:20:46Z,1616425505628229600,1616425505628229635,@menos_trece delicioso,@menos_trece delicioso,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1616415810796376e3,1616415810796376066,2784032170,2784032170,menos_trece,,,,NA,FALSE,3,365,FALSE,NA,FALSE,NA,es,NA,NA,22,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-19T09:07:47Z,1615999450320703500,1615999450320703488,@BettaTech no estas de vacaciones tu?,@BettaTech no estas de vacaciones tu?,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1615869800173179e3,1615869800173178880,1255052178135437300,1255052178135437313,BettaTech,,,,NA,FALSE,1,76,FALSE,NA,FALSE,NA,es,NA,NA,37,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-19T07:37:03Z,1615976616974520300,1615976616974520320,@suja_gg Que tan rico eres yo lo determinaría por cuanto tiempo puedes vivir manteniendo tu nivel de vida si mañana dejas de trabajar... No es la clásica definición de rico pero...,@suja_gg Que tan rico eres yo lo determinaría por cuanto tiempo puedes vivir manteniendo tu nivel de vida si mañana dejas de trabajar... No es la clásica definición de rico pero...,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1615841733828579300,1615841733828579329,825338418368503800,825338418368503808,suja_gg,,,,NA,FALSE,8,377,FALSE,NA,FALSE,NA,es,NA,NA,180,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-18T12:35:12Z,1615689261499433e3,1615689261499432960,Como empezó / como va https://t.co/kepD41Vzqm,Como empezó / como va https://t.co/kepD41Vzqm,FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,639,30579,FALSE,NA,FALSE,NA,es,FALSE,NA,21,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-18T12:27:54Z,1615687422448382e3,1615687422448381952,Directo interesante ayer 👀 https://t.co/y1B2vqcwJA,Directo interesante ayer 👀 https://t.co/y1B2vqcwJA,FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,27,1516,FALSE,NA,FALSE,NA,es,FALSE,NA,26,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-17T21:08:56Z,1.6154561572036321e+18,1615456157203632128,@TukaramX xddddd increible m,@TukaramX xddddd increible m,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1615379435842162700,1615379435842162688,775400079708520400,775400079708520448,TukaramX,,,,NA,FALSE,0,61,FALSE,NA,FALSE,NA,es,NA,NA,28,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-16T18:15:37Z,1615050152795857e3,1615050152795856897,xdddddd https://t.co/6kSnSI4lx3,xdddddd https://t.co/6kSnSI4lx3,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,122,4518,FALSE,NA,FALSE,NA,und,FALSE,NA,7,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-14T09:19:48Z,1614190536931385300,1614190536931385345,@AlecHernandezC agree,@AlecHernandezC agree,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1613998843472842800,1613998843472842772,3379091488,3379091488,AlecHernandezC,,,,NA,FALSE,3,560,FALSE,NA,FALSE,NA,en,NA,NA,21,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-13T19:12:09Z,1613977216341184500,1613977216341184523,"@Accord00057 subimos un video cada semana como minimo, nunca ha sido de otra forma","@Accord00057 subimos un video cada semana como minimo, nunca ha sido de otra forma",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1613923806627901400,1613923806627901440,1395838761808932900,1395838761808932865,Accord00057,,,,NA,FALSE,0,96,FALSE,NA,FALSE,NA,es,NA,NA,82,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-13T15:17:39Z,1613918205147336700,1613918205147336707,"Gente me he equivocado, porque puede haber mil causas al problema, y a cualquier empresa le puede pasar que algo salga mal, así que borro mi tweet y voy a actuar como una persona civilizada 😌","Gente me he equivocado, porque puede haber mil causas al problema, y a cualquier empresa le puede pasar que algo salga mal, así que borro mi tweet y voy a actuar como una persona civilizada 😌",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,14,1978,FALSE,NA,FALSE,NA,es,NA,NA,191,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-13T15:10:13Z,1613916332881318e3,1613916332881317889,@MartinDiazFiel por desgracia no llegan aquí van a través de telefonica,@MartinDiazFiel por desgracia no llegan aquí van a través de telefonica,FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1613915878428483600,1613915878428483585,592275078,592275078,MartinDiazFiel,,,,NA,FALSE,0,3,FALSE,NA,FALSE,NA,es,NA,NA,71,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-12T10:38:16Z,1613485505160646700,1613485505160646657,@TukaramX estoy orgulloso bb,@TukaramX estoy orgulloso bb,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1613473078687711200,1613473078687711232,775400079708520400,775400079708520448,TukaramX,,,,NA,FALSE,1,96,FALSE,NA,FALSE,NA,es,NA,NA,28,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-11T22:39:42Z,1613304671812059100,1613304671812059136,@mnavas87 Si,@mnavas87 Si,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1613269646202773500,1613269646202773536,447341407,447341407,mnavas87,,,,NA,FALSE,1,69,FALSE,NA,FALSE,NA,und,NA,NA,12,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-11T07:37:13Z,1613077556554772500,1613077556554772482,@Uryftw :O cuando te aburras te lo compro,@Uryftw :O cuando te aburras te lo compro,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1612849786339692500,1612849786339692549,387769944,387769944,Uryftw,,,,NA,FALSE,0,68,FALSE,NA,FALSE,NA,es,NA,NA,41,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-10T14:10:21Z,1612814101859770400,1612814101859770369,@informativost5 que edición más bizarra,@informativost5 que edición más bizarra,FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1612547256548204500,1612547256548204546,16514160,16514160,informativost5,,,,NA,FALSE,26,1596,FALSE,NA,FALSE,NA,es,NA,NA,39,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-10T08:06:08Z,1612722443763712e3,1612722443763712000,@BaityBait joer esa serie no estaba mal 😰,@BaityBait joer esa serie no estaba mal 😰,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1612434088501076e3,1612434088501075969,827064884,827064884,BaityBait,,,,NA,FALSE,0,248,FALSE,NA,FALSE,NA,es,NA,NA,41,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-08T16:13:48Z,161212039565355e4,1612120395653550081,"Chicos hoy voy a DESCANSAR de directo para centrarme en guiones, así salen videos en el canal que es importantillo, nos vemos el martes!","Chicos hoy voy a DESCANSAR de directo para centrarme en guiones, así salen videos en el canal que es importantillo, nos vemos el martes!",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,6,622,FALSE,NA,FALSE,NA,es,NA,NA,136,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-08T16:11:05Z,1612119712447533e3,1612119712447533057,@guinxu Es bueno eh... No tanto como Flatworld pero te molará,@guinxu Es bueno eh... No tanto como Flatworld pero te molará,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1612088267779752e3,1612088267779751936,2795945494,2795945494,guinxu,,,,NA,FALSE,2,202,FALSE,NA,FALSE,NA,es,NA,NA,61,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-07T00:26:53Z,1611519708876116e3,1611519708876115969,@marcoCreativo mi serie favorita 👏👏,@marcoCreativo mi serie favorita 👏👏,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1611484077663703e3,1611484077663703040,19900717,19900717,marcoCreativo,,,,NA,FALSE,2,128,FALSE,NA,FALSE,NA,it,NA,NA,35,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-04T14:54:20Z,1610650844957143e3,1610650844957143040,"Gente hoy si directo eh, que ayer no me dio tiempo","Gente hoy si directo eh, que ayer no me dio tiempo",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,2,347,FALSE,NA,FALSE,NA,es,NA,NA,50,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-04T14:54:02Z,1610650767752564700,1610650767752564738,@MigueldeLys si,@MigueldeLys si,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1610631509718798300,1610631509718798336,240442295,240442295,MigueldeLys,,,,NA,FALSE,1,140,FALSE,NA,FALSE,NA,und,NA,NA,15,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-28T11:43:12Z,1608066030999412700,1608066030999412738,@offensiveprank xddddddddddddddddddddddddd,@offensiveprank xddddddddddddddddddddddddd,FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1608047617371525e3,1608047617371525124,1054855958042763300,1054855958042763264,offensiveprank,,,,NA,FALSE,0,167,FALSE,NA,FALSE,NA,und,NA,NA,42,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-28T11:36:48Z,1608064420424335400,1608064420424335362,"Hoy hay rewind gente, a ver si este año entiendo algo #boomer","Hoy hay rewind gente, a ver si este año entiendo algo #boomer",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,22,1276,FALSE,NA,FALSE,NA,es,NA,NA,61,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-25T14:54:01Z,1607026887125082e3,1607026887125082112,"Bueno hoy voy a hacer directo ya que me toca y llevo toda la semana sin deciros ni hola, y sacaré un video también asi de chill","Bueno hoy voy a hacer directo ya que me toca y llevo toda la semana sin deciros ni hola, y sacaré un video también asi de chill",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,11,719,FALSE,NA,FALSE,NA,es,NA,NA,127,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-25T14:52:48Z,1607026580081234e3,1607026580081233920,@guinxu bro estas muy subidito eh a ver si bajamos los humos 😂,@guinxu bro estas muy subidito eh a ver si bajamos los humos 😂,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1606782587313311700,1606782587313311745,2795945494,2795945494,guinxu,,,,NA,FALSE,2,358,FALSE,NA,FALSE,NA,es,NA,NA,62,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-21T20:47:15Z,1605666228080586800,1605666228080586752,@elchapuzas wtf,@elchapuzas wtf,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1605611566799487e3,1605611566799486977,285553319,285553319,elchapuzas,,,,NA,FALSE,2,170,FALSE,NA,FALSE,NA,und,NA,NA,15,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-21T07:43:51Z,1605469081905336300,1605469081905336322,"@Robertogeek A mi también me ha pasado con otro disco similar pero de Seagate, es raro y molesto si pero puede pasar... Seguramente sea un fallo de fabricación","@Robertogeek A mi también me ha pasado con otro disco similar pero de Seagate, es raro y molesto si pero puede pasar... Seguramente sea un fallo de fabricación",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1605339128190509e3,1605339128190509056,15428489,15428489,Robertogeek,,,,NA,FALSE,1,48,FALSE,NA,FALSE,NA,es,NA,NA,159,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-20T18:51:17Z,160527465729647e4,1605274657296470033,@aalewhi jajaja pero si es antigua es que no la pude comprar :),@aalewhi jajaja pero si es antigua es que no la pude comprar :),FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1605261462234079200,1605261462234079240,1195221494,1195221494,aalewhi,,,,NA,FALSE,0,27,FALSE,NA,FALSE,NA,es,NA,NA,63,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-20T17:47:21Z,1605258568546062300,1605258568546062338,"no me gusta el check amarillo, es como un meadito","no me gusta el check amarillo, es como un meadito",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,23,1280,FALSE,NA,FALSE,NA,es,NA,NA,49,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
