created_at,id,id_str,text,full_text,truncated,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,favorited_by,retweeted,scopes,lang,possibly_sensitive,display_text_width,display_text_range,retweeted_status,quoted_status,quoted_status_id,quoted_status_id_str,quoted_status_permalink,quote_count,timestamp_ms,reply_count,filter_level,metadata,query,withheld_scope,withheld_copyright,withheld_in_countries,possibly_sensitive_appealable
2023-01-27T13:26:52Z,1618963754854809600,1618963754854809602,@Loulogio_Pi Bravo! Muchas felicidades crack!!,@Loulogio_Pi Bravo! Muchas felicidades crack!!,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1618929245895676e3,1618929245895675907,192945691,192945691,Loulogio_Pi,,,,NA,FALSE,4,341,FALSE,NA,FALSE,NA,es,NA,NA,46,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-26T22:15:10Z,1618734318985314300,1618734318985314305,"Mañana operan a mi papi, mandad los besos y abrazos más grandes de internet ❤️ https://t.co/3gOdyHAB2J","Mañana operan a mi papi, mandad los besos y abrazos más grandes de internet ❤️ https://t.co/3gOdyHAB2J",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,199,9985,FALSE,NA,FALSE,NA,es,FALSE,NA,78,NA,,1618363549595893800,1618363549595893760,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-26T14:56:03Z,1618623807950061600,1618623807950061569,"NUEVO PODCAST
Lo habíais pedido durante años... y aquí lo tenéis: EL BANANERO, leyenda de internet antes de que existiera la viralidad, me visita y la charla vale mucho la pena!
https://t.co/QtLnymcKbK","NUEVO PODCAST
Lo habíais pedido durante años... y aquí lo tenéis: EL BANANERO, leyenda de internet antes de que existiera la viralidad, me visita y la charla vale mucho la pena!
https://t.co/QtLnymcKbK",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,424,7422,FALSE,NA,FALSE,NA,es,FALSE,NA,201,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-24T15:54:55Z,161791384849707e4,1617913848497070082,"NUEVO PODCAST
Tertulia como cada semana, con las noticias más interesantes. Y sí, revelo lo de ""obsceno""...
https://t.co/IyooQ9Og2N","NUEVO PODCAST
Tertulia como cada semana, con las noticias más interesantes. Y sí, revelo lo de ""obsceno""...
https://t.co/IyooQ9Og2N",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,41,1412,FALSE,NA,FALSE,NA,es,FALSE,NA,131,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-22T15:09:11Z,1617177563377303600,1617177563377303553,"NUEVO VÍDEO
El terrible caso Becowitz, o como una pareja de amantes estuvieron durante 3 días haciendo lo que nadie se hubiera atrevido...
https://t.co/F6YBnxw66g","NUEVO VÍDEO
El terrible caso Becowitz, o como una pareja de amantes estuvieron durante 3 días haciendo lo que nadie se hubiera atrevido...
https://t.co/F6YBnxw66g",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,70,2766,FALSE,NA,FALSE,NA,es,TRUE,NA,162,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-22T14:54:22Z,1617173836708954e3,1617173836708954113,"Como os habéis portado bien, en pocos minutos nuevo videaso en EL RINCÓN DE GIORGIO...","Como os habéis portado bien, en pocos minutos nuevo videaso en EL RINCÓN DE GIORGIO...",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,116,8067,FALSE,NA,FALSE,NA,es,NA,NA,86,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-22T14:13:14Z,1617163484545818600,1617163484545818624,@pons_sabate Felicitats guapo!,@pons_sabate Felicitats guapo!,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1616369464932532200,1616369464932532226,1131135343712002e3,1131135343712002048,pons_sabate,,,,NA,FALSE,2,484,FALSE,NA,FALSE,NA,es,NA,NA,30,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-19T15:48:50Z,1616100378851803100,1616100378851803136,"NUEVO PODCAST
Juan Carlos Unzué, ex jugador y entrenador de la élite del fútbol, y enfermo de ELA, me visita para un podcast donde comprobaremos que las ganas de vivir pueden existir en cualquier situación.
https://t.co/ezTURUGJfU","NUEVO PODCAST
Juan Carlos Unzué, ex jugador y entrenador de la élite del fútbol, y enfermo de ELA, me visita para un podcast donde comprobaremos que las ganas de vivir pueden existir en cualquier situación.
https://t.co/ezTURUGJfU",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,138,1711,FALSE,NA,FALSE,NA,es,FALSE,NA,230,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-17T18:31:54Z,1615416640279089200,1615416640279089174,"El 17 de febrero nace DWT - Dogfight Wild Tournament
Mi evento de combate underground que no os vais a querer perder…
17 de Febrero en streaming desde El Rincón de Giorgio, estad atentos que se vienen novedades 👊🏼 https://t.co/phlRiSDciJ","El 17 de febrero nace DWT - Dogfight Wild Tournament
Mi evento de combate underground que no os vais a querer perder…
17 de Febrero en streaming desde El Rincón de Giorgio, estad atentos que se vienen novedades 👊🏼 https://t.co/phlRiSDciJ",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,951,13031,FALSE,NA,FALSE,NA,es,FALSE,NA,213,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-17T15:25:02Z,1615369611859398700,1615369611859398656,"@Caith_Sith Tendría que ser un juego guiado y casi sin controles, ya que si nunca han jugado a videojuegos, se sentirían abrumados fácil. Mi opción: DETROIT BECOME HUMAN.
""Peli interactiva"" y encima muy bien hecha.","@Caith_Sith Tendría que ser un juego guiado y casi sin controles, ya que si nunca han jugado a videojuegos, se sentirían abrumados fácil. Mi opción: DETROIT BECOME HUMAN.
""Peli interactiva"" y encima muy bien hecha.",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1615364249685229600,1615364249685229576,70814370,70814370,Caith_Sith,,,,NA,FALSE,27,1695,FALSE,NA,FALSE,NA,es,NA,NA,214,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-17T15:21:26Z,1615368706455965700,1615368706455965697,"NUEVO PODCAST
Papa Giorgio y Antonio García Villarán juntos en una tertulia épica que os va a encantar. ¡No os la perdáis!
https://t.co/n0tCKTajvu","NUEVO PODCAST
Papa Giorgio y Antonio García Villarán juntos en una tertulia épica que os va a encantar. ¡No os la perdáis!
https://t.co/n0tCKTajvu",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,26,1084,FALSE,NA,FALSE,NA,es,FALSE,NA,146,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-15T21:03:18Z,1614729966129942500,1614729966129942528,"TODOS A LA XAVINETA, NO ESPERA A NADIE!!","TODOS A LA XAVINETA, NO ESPERA A NADIE!!",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,962,21115,FALSE,NA,FALSE,NA,es,NA,NA,40,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-15T20:42:54Z,1614724830762262500,1614724830762262529,Y este verano querían echar a Frenkie de Jong… madre mía.,Y este verano querían echar a Frenkie de Jong… madre mía.,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,465,15723,FALSE,NA,FALSE,NA,es,NA,NA,57,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-12T17:40:08Z,1613591672314630100,1613591672314630149,@DjMaRiiO otro level,@DjMaRiiO otro level,FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1613557589597380600,1613557589597380608,202535200,202535200,DjMaRiiO,,,,NA,FALSE,10,2437,FALSE,NA,FALSE,NA,es,NA,NA,20,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-12T14:44:23Z,1613547442468753400,1613547442468753408,Todos histéricos y la reacción de Piqué va a ser anunciar un fichaje de la King’s League y un emoji.,Todos histéricos y la reacción de Piqué va a ser anunciar un fichaje de la King’s League y un emoji.,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1467,52642,FALSE,NA,FALSE,NA,es,NA,NA,100,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-12T14:37:36Z,1613545736146239500,1613545736146239489,@TamayoStuff @nategentile7 Pero bueno! Y esta agresividad??!!!!,@TamayoStuff @nategentile7 Pero bueno! Y esta agresividad??!!!!,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1613467926702465e3,1613467926702465024,212971359,212971359,TamayoStuff,,,,NA,FALSE,1,391,FALSE,NA,FALSE,NA,es,NA,NA,63,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-12T02:37:07Z,1613364421371334700,1613364421371334656,shakira volviendo a casa después de grabar el bzrp session https://t.co/Pf98AJGY2d,shakira volviendo a casa después de grabar el bzrp session https://t.co/Pf98AJGY2d,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,4524,61076,FALSE,NA,FALSE,NA,es,FALSE,NA,58,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-12T00:25:40Z,1.6133313395744481e+18,1613331339574448130,@EvilAFM O es photoshop o se avecina el Apocalipsis,@EvilAFM O es photoshop o se avecina el Apocalipsis,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1613275192947523600,1613275192947523584,61879392,61879392,EvilAFM,,,,NA,FALSE,11,2060,FALSE,NA,FALSE,NA,es,NA,NA,51,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-12T00:25:01Z,1.6133311753550561e+18,1613331175355056129,Desde Tupac y Notorious no se había visto un diss track con tanta mala hostia OMG https://t.co/SHjO5mvavf,Desde Tupac y Notorious no se había visto un diss track con tanta mala hostia OMG https://t.co/SHjO5mvavf,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,4008,92550,FALSE,NA,FALSE,NA,es,FALSE,NA,81,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-12T00:06:13Z,1613326445711089700,1613326445711089666,@offensiveprank @Spursito @DjMaRiiO @albertochicote @IbaiLlanos @IgualdadGob @ViTuberYT @pedrodquevedo @liasikora @WillyrexYT @jpedrerol @sanchezcastejon @JoseMotatv Yo te felicito y te doy un beso en la frente,@offensiveprank @Spursito @DjMaRiiO @albertochicote @IbaiLlanos @IgualdadGob @ViTuberYT @pedrodquevedo @liasikora @WillyrexYT @jpedrerol @sanchezcastejon @JoseMotatv Yo te felicito y te doy un beso en la frente,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1613239190623248400,1613239190623248388,1054855958042763300,1054855958042763264,offensiveprank,,,,NA,FALSE,2,399,FALSE,NA,FALSE,NA,es,NA,NA,210,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-11T14:09:22Z,1613176242269978600,1613176242269978624,"NUEVO PODCAST
Hoy sí, hoy regresa la tertulia a The Wild Project, junto a mi Tamayito y Nate. ¡No os lo perdáis!
https://t.co/wwnJfL5P9b","NUEVO PODCAST
Hoy sí, hoy regresa la tertulia a The Wild Project, junto a mi Tamayito y Nate. ¡No os lo perdáis!
https://t.co/wwnJfL5P9b",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,38,1447,FALSE,NA,FALSE,NA,es,FALSE,NA,136,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-10T17:05:00Z,1612858055036928e3,1612858055036928001,"Mi gente, lo he intentado todo, pero YOUTUBE me está dando muchos problemas para procesar el podcast, y no sé ni a qué hora podría subirlo. Por lo que lo dejo para mañana, a las 5 de la tarde como siempre, y el 1vs1 el viernes a la misma hora. Y os aviso que se viene un genio 👌","Mi gente, lo he intentado todo, pero YOUTUBE me está dando muchos problemas para procesar el podcast, y no sé ni a qué hora podría subirlo. Por lo que lo dejo para mañana, a las 5 de la tarde como siempre, y el 1vs1 el viernes a la misma hora. Y os aviso que se viene un genio 👌",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,82,5777,FALSE,NA,FALSE,NA,es,NA,NA,278,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-09T02:35:25Z,1612276830886662100,1612276830886662146,"@Rubiu5 Me emocioné, eres la leyenda ❤️","@Rubiu5 Me emocioné, eres la leyenda ❤️",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1612179689753448400,1612179689753448448,398306220,398306220,Rubiu5,,,,NA,FALSE,212,17176,FALSE,NA,FALSE,NA,es,NA,NA,39,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-04T22:09:07Z,1610760263275319300,1610760263275319308,"La comunidad hispana antes de anunciarse los Esland: paz y amor.
La comunidad ahora: https://t.co/vYPAsnF7xo","La comunidad hispana antes de anunciarse los Esland: paz y amor.
La comunidad ahora: https://t.co/vYPAsnF7xo",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,300,10330,FALSE,NA,FALSE,NA,es,FALSE,NA,84,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-04T15:44:57Z,1610663581540024300,1610663581540024321,@Ampeterby7 Andrew Tate en la cárcel,@Ampeterby7 Andrew Tate en la cárcel,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1610341943023915e3,1610341943023915009,1732530709,1732530709,Ampeterby7,,,,NA,FALSE,20,2496,FALSE,NA,FALSE,NA,es,NA,NA,36,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-04T13:46:55Z,1610633876803559400,1610633876803559424,"Me encantaría saber cuál es el juego con más porcentaje de devoluciones de Steam.
Yo apostaría por Elden Ring, mucho nombre pero chungo para los más casuals.
¿Cuál dirías vosotros?","Me encantaría saber cuál es el juego con más porcentaje de devoluciones de Steam.
Yo apostaría por Elden Ring, mucho nombre pero chungo para los más casuals.
¿Cuál dirías vosotros?",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,207,21141,FALSE,NA,FALSE,NA,es,NA,NA,180,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-03T14:30:51Z,1610282546717393e3,1610282546717392897,"No conocía el caso de Elena Huelva hasta hace unos pocos días, pero me parece admirable como una chica tan joven con un cáncer así visibilice los peores momentos de la enfermedad y como su positividad puede ayudar a otros en su situación.
Pase lo que pase, ánimos y gracias.","No conocía el caso de Elena Huelva hasta hace unos pocos días, pero me parece admirable como una chica tan joven con un cáncer así visibilice los peores momentos de la enfermedad y como su positividad puede ayudar a otros en su situación.
Pase lo que pase, ánimos y gracias.",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,218,8485,FALSE,NA,FALSE,NA,es,NA,NA,274,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-02T21:11:27Z,1610020973331492900,1610020973331492864,@MovistareSports @Club113 @YoInterneto @darioemehache Si no gano le quemo la casa a grefg. Si gano saco la colonia Olvidona.,@MovistareSports @Club113 @YoInterneto @darioemehache Si no gano le quemo la casa a grefg. Si gano saco la colonia Olvidona.,FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1609994068779757600,1609994068779757569,80933533871181e4,809335338711810048,MovistareSports,,,,NA,FALSE,903,19306,FALSE,NA,FALSE,NA,es,NA,NA,124,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-02T20:41:53Z,1610013533520937e3,1610013533520936960,"Nominado definitivamente.
¡¿Vamos a México o qué pasa?! https://t.co/RwQw4YIebG","Nominado definitivamente.
¡¿Vamos a México o qué pasa?! https://t.co/RwQw4YIebG",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,271,16963,FALSE,NA,FALSE,NA,es,FALSE,NA,55,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-01T16:18:32Z,1609584870812012500,1609584870812012544,"Hoy estáis de resaca, NO ME MINTÁIS!!!!
Nada mejor que un día post-alcohol, para ver el resumen de lo mejor de The Wild Project del 2022, con auténticas leyendas que me han visitado:
https://t.co/99RiTfZ8A5
Feliz año.","Hoy estáis de resaca, NO ME MINTÁIS!!!!
Nada mejor que un día post-alcohol, para ver el resumen de lo mejor de The Wild Project del 2022, con auténticas leyendas que me han visitado:
https://t.co/99RiTfZ8A5
Feliz año.",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,61,2483,FALSE,NA,FALSE,NA,es,FALSE,NA,217,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-01T14:42:34Z,1609560721498726400,1609560721498726402,2023 va a ser PEOR o MEJOR que el 2022,2023 va a ser PEOR o MEJOR que el 2022,FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,53,1271,FALSE,NA,FALSE,NA,es,NA,NA,38,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-01T14:38:22Z,1609559662742970400,1609559662742970368,@SizeMattersBaby @PapaGiorgioReal Ah esto se tiene que cumplir pues!!,@SizeMattersBaby @PapaGiorgioReal Ah esto se tiene que cumplir pues!!,FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1609491137382973400,1609491137382973440,1102534529556906e3,1102534529556905984,SizeMattersBaby,,,,NA,FALSE,0,47,FALSE,NA,FALSE,NA,es,NA,NA,69,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-31T19:33:14Z,1609271480902193200,1609271480902193170,EL ÚNICO MENSAJE DE FIN DE AÑO QUE OS TIENE QUE IMPORTAR. https://t.co/ev5RYzX13Z,EL ÚNICO MENSAJE DE FIN DE AÑO QUE OS TIENE QUE IMPORTAR. https://t.co/ev5RYzX13Z,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1402,15105,FALSE,NA,FALSE,NA,es,FALSE,NA,57,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-31T19:28:49Z,1609270368975421400,1609270368975421440,@Ampeterby7 CUÁNTA MALDAT,@Ampeterby7 CUÁNTA MALDAT,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1608956919594774500,1608956919594774528,1732530709,1732530709,Ampeterby7,,,,NA,FALSE,3,376,FALSE,NA,FALSE,NA,es,NA,NA,25,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
